drug_1_name,drug_2_name,weight
Spironolactone,Phenelzine,1
Amlodipine,Amobarbital,1
Ritonavir,Tolterodine,1
Lovastatin,Batimastat,1
Minocycline,Stiripentol,1
Succinylcholine,Clindamycin,1
Ergotamine,Ivacaftor,1
Thiothixene,Eluxadoline,1
Capromab pendetide,Ketoconazole,1
Dicloxacillin,Neomycin,1
Flurbiprofen,Sulodexide,1
Loratadine,Tesmilifene,1
Indinavir,Dronabinol,1
Nilotinib,Ledipasvir,1
Norethisterone,Felbamate,1
Infliximab,Labetalol,1
Hyaluronidase (ovine),Cetirizine,1
Cefpodoxime,Arbekacin,1
Vinblastine,Ledipasvir,1
Tipranavir,Pimozide,1
Betaxolol,Brimonidine,1
Doxycycline,Bismuth subcitrate potassium,1
Nimodipine,Isavuconazonium,1
Pentamidine,Alogliptin,1
Bortezomib,Bromazepam,1
Itraconazole,Brexpiprazole,1
Ardeparin,Aliskiren,1
Phenobarbital,Tasimelteon,1
Prochlorperazine,Dextromethorphan,1
Butabarbital,Losartan,1
Aspirin,Glucosamine,1
Chloramphenicol,Flibanserin,1
Buspirone,Procarbazine,1
Paroxetine,Citric acid,1
Ezetimibe,Eltrombopag,1
Ramipril,Tadalafil,1
Betamethasone,Tacrolimus,1
Chlordiazepoxide,Perampanel,1
Voriconazole,Boceprevir,1
Tolmetin,Pentosan polysulfate,1
Caffeine,Venlafaxine,1
Cabergoline,Mepivacaine,1
Ibritumomab tiuxetan,Leflunomide,1
Succinylcholine,Digoxin,1
Phenytoin,Amrinone,1
Prazosin,Phenelzine,1
Verapamil,Brentuximab vedotin,1
Mifepristone,Darunavir,1
Zonisamide,Aspirin,1
Peginterferon alfa-2b,Duloxetine,1
Fluvastatin,Etravirine,1
Diltiazem,Lacosamide,1
Peginterferon alfa-2a,Theophylline,1
Pentobarbital,Felbamate,1
Desmopressin,Doxepin,1
Entacapone,Paraldehyde,1
Tetracycline,Mezlocillin,1
Bexarotene,Trazodone,1
Triamterene,Fosinopril,1
Trastuzumab,Fluorouracil,1
Ramipril,Amifostine,1
Cisplatin,Docetaxel,1
Dicoumarol,Estrone sulfate,1
Diclofenamide,Canagliflozin,1
Lipoic acid,Empagliflozin,1
Sotalol,Phenelzine,1
Crizotinib,Ibrutinib,1
Pramipexole,Methsuximide,1
Pizotifen,Eluxadoline,1
Dronabinol,Entacapone,1
Doxylamine,Amobarbital,1
Ticlopidine,Carvedilol,1
Goserelin,Choline C 11,1
Theophylline,Clarithromycin,1
Peginterferon alfa-2b,Zidovudine,1
Cimetidine,Glyburide,1
Lidocaine,Propranolol,1
Zolpidem,Levetiracetam,1
Indinavir,Avanafil,1
Ephedrine,Tedizolid phosphate,1
Itraconazole,Fusidic acid,1
Nortriptyline,Bupropion,1
Bendroflumethiazide,Pentazocine,1
Paroxetine,Acenocoumarol,1
Dabrafenib,Ibrutinib,1
Selegiline,Betahistine,1
Insulin detemir,Buserelin,1
Abciximab,Etodolac,1
Disopyramide,Deferasirox,1
Octreotide,Quetiapine,1
Desogestrel,Insulin human,1
Valsartan,Diflunisal,1
Morphine,Umeclidinium,1
Valsartan,Chlorothiazide,1
Anagrelide,Ibrutinib,1
Ticlopidine,Flecainide,1
Prazosin,Ephedrine,1
Verteporfin,Glyburide,1
Ranitidine,Posaconazole,1
Dicoumarol,Cefixime,1
Primidone,Enalaprilat,1
Lipoic acid,Insulin detemir,1
Baclofen,Tapentadol,1
Nicardipine,Propafenone,1
Phenytoin,Tiagabine,1
Ethanol,Remifentanil,1
Quinine,Artemether,1
Brimonidine,Efavirenz,1
Methoxamine,Fenoterol,1
Iloperidone,Linagliptin,1
Olmesartan,Nicorandil,1
Estazolam,Fosphenytoin,1
Calcitriol,Mineral oil,1
Infliximab,Probenecid,1
Codeine,Clozapine,1
Labetalol,Oxymetazoline,1
Cyclosporine,Bromocriptine,1
Meclizine,Suvorexant,1
Phentermine,Ioflupane I-123,1
Formoterol,Articaine,1
Triamterene,Enalaprilat,1
Butabarbital,Diltiazem,1
Cetirizine,Buprenorphine,1
Progesterone,Citric acid,1
Phenelzine,Diethylpropion,1
Tacrolimus,Idarubicin,1
Phenprocoumon,Ketoprofen,1
Sunitinib,Denosumab,1
Leflunomide,Secukinumab,1
Tenecteplase,Vortioxetine,1
Magnesium sulfate,Itraconazole,1
Ranitidine,Aripiprazole,1
Guanfacine,Ivacaftor,1
Pimozide,Ivacaftor,1
Nefazodone,Chlormezanone,1
Quinidine,Rifampicin,1
Secobarbital,Piroxicam,1
Chlorpropamide,Tolbutamide,1
Glucagon,Dicyclomine,1
Morphine,Olanzapine,1
Methylphenidate,Methyldopa,1
Pentosan polysulfate,Enoxaparin,1
Hyoscyamine,Pramlintide,1
Phenytoin,Deferasirox,1
Tenofovir disoproxil,Diclofenac,1
Flavoxate,Pramlintide,1
Cefpiramide,Acenocoumarol,1
Dobutamine,Indacaterol,1
Prazosin,Magnesium sulfate,1
Ropinirole,Tizanidine,1
Oxycodone,Perampanel,1
Midodrine,Phentolamine,1
Itraconazole,Saquinavir,1
Insulin glargine,Epinephrine,1
Miconazole,Tolbutamide,1
Haloperidol,St. John's Wort,1
Chloramphenicol,Rifampicin,1
Cisapride,Clarithromycin,1
Insulin lispro,Vildagliptin,1
Octreotide,Arsenic trioxide,1
Tolmetin,Ridogrel,1
Ethanol,Clomipramine,1
Darunavir,Rivaroxaban,1
Phentermine,Vilanterol,1
Teniposide,Tocilizumab,1
Baclofen,Clofedanol,1
Alendronic acid,Streptomycin,1
Haloperidol,Piroxicam,1
Secobarbital,Orphenadrine,1
Isavuconazonium,Brexpiprazole,1
Chloramphenicol,Phenobarbital,1
Citalopram,Flecainide,1
Ticlopidine,Clopidogrel,1
Fluspirilene,Vilazodone,1
Fluoxetine,Citric acid,1
Gentian Violet,Picosulfuric acid,1
Chlorotrianisene,Rifampicin,1
Caffeine,Collagenase clostridium histolyticum,1
Nefazodone,Daclatasvir,1
Tositumomab,Clozapine,1
Caffeine,Ramosetron,1
Promazine,Lorcaserin,1
Pentobarbital,Etacrynic acid,1
Reteplase,Aspirin,1
Hyaluronidase (ovine),Epinephrine,1
Paroxetine,Guanfacine,1
Trimipramine,Trifluoperazine,1
Caffeine,Chlorothiazide,1
Butabarbital,Carvedilol,1
Clonidine,Orphenadrine,1
Linezolid,Carphenazine,1
Clonazepam,Rufinamide,1
Fluvoxamine,Trifluoperazine,1
Bortezomib,Acenocoumarol,1
Nimodipine,Atorvastatin,1
Pravastatin,Colestipol,1
Fondaparinux,Ethyl biscoumacetate,1
Erythromycin,Chlorpropamide,1
Treprostinil,Norethisterone,1
Olanzapine,Isocarboxazid,1
Quinine,Simeprevir,1
Enalapril,Heparin,1
Treprostinil,Amiloride,1
Citalopram,Aripiprazole,1
Phenprocoumon,Dipyridamole,1
Desmopressin,Tapentadol,1
Ropinirole,Buspirone,1
Benzatropine,Potassium chloride,1
Goserelin,Nilotinib,1
Fluvoxamine,Dacarbazine,1
Niacin,Canagliflozin,1
Gliquidone,Histrelin,1
Quetiapine,Tedizolid phosphate,1
Peginterferon alfa-2b,Dextromethorphan,1
Clozapine,Canagliflozin,1
Disopyramide,Carvedilol,1
Telithromycin,Imidafenacin,1
Aspirin,Isoprenaline,1
Orciprenaline,Bumetanide,1
Roflumilast,Tocilizumab,1
Dicoumarol,Ketorolac,1
Atropine,Tranylcypromine,1
Cisapride,Stiripentol,1
Risperidone,Perampanel,1
Minocycline,Chlorpheniramine,1
Lamotrigine,Atazanavir,1
Enalapril,Heptabarbital,1
Naproxen,Obinutuzumab,1
St. John's Wort,Vorapaxar,1
Infliximab,Kanamycin,1
Aprepitant,Quetiapine,1
Cilazapril,Lithium cation,1
Tesmilifene,Ledipasvir,1
Desmopressin,Duloxetine,1
Linezolid,Acepromazine,1
Pirfenidone,Nintedanib,1
Sufentanil,Rotigotine,1
Botulinum toxin type A,Moclobemide,1
Bivalirudin,Dabigatran etexilate,1
Sucralfate,Norfloxacin,1
Isradipine,Levodopa,1
gamma-Hydroxybutyric acid,Rotigotine,1
Fluvoxamine,Betaxolol,1
Butabarbital,Doxazosin,1
Ziprasidone,Alogliptin,1
Fenoprofen,Pentoxifylline,1
Delavirdine,Saxagliptin,1
Sumatriptan,Dapoxetine,1
Scopolamine,Hydrocodone,1
Carbinoxamine,Pramlintide,1
Glucagon,Darifenacin,1
Spectinomycin,Ceftriaxone,1
Pimecrolimus,Mifepristone,1
Promazine,Rufinamide,1
Fluconazole,Propafenone,1
Esmolol,Dronedarone,1
Protriptyline,Amisulpride,1
Doxorubicin,St. John's Wort,1
Fluoxetine,Acetophenazine,1
Alosetron,Nefazodone,1
Topotecan,Roflumilast,1
Idelalisib,Barnidipine,1
Hydrocodone,Trichlormethiazide,1
Dihydrocodeine,Chlorphentermine,1
Vardenafil,Azilsartan medoxomil,1
Alemtuzumab,Clozapine,1
Tacrolimus,Netupitant,1
Carbamazepine,Sodium oxybate,1
Quinapril,Diazoxide,1
Pregabalin,Hydroxyzine,1
Cyclosporine,Quinupristin,1
Cimetidine,Teriflunomide,1
Dasatinib,Lurasidone,1
Azathioprine,Balsalazide,1
Triamterene,Canagliflozin,1
Nabilone,Primidone,1
Tolmetin,Salicylic acid,1
Vincristine,Nicardipine,1
Arsenic trioxide,Alogliptin,1
Amikacin,Ceftibuten,1
Labetalol,Risperidone,1
Ardeparin,Pentoxifylline,1
Tamoxifen,St. John's Wort,1
Magnesium sulfate,Sufentanil,1
Phenobarbital,Trabectedin,1
Etonogestrel,Heparin,1
Clozapine,Insulin glulisine,1
Amiodarone,Boceprevir,1
Octreotide,Ofloxacin,1
Brompheniramine,Minocycline,1
Rifapentine,Crizotinib,1
Vincristine,Ketoconazole,1
Methotrexate,Diclofenac,1
Amlodipine,Quinine,1
Colestipol,Lomitapide,1
Chlorotrianisene,Mifepristone,1
Metformin,Prednisolone,1
Metformin,Ethanol,1
Amoxapine,Escitalopram,1
Lovastatin,Pazopanib,1
Clarithromycin,Crizotinib,1
Phenytoin,Clidinium,1
Phenytoin,Magnesium sulfate,1
Disopyramide,Bisoprolol,1
Chlorothiazide,Amifostine,1
Lorazepam,Doxepin,1
Aspirin,Dopamine,1
Dicoumarol,Levothyroxine,1
Tamoxifen,Amiodarone,1
Topiramate,Hyoscyamine,1
Triflupromazine,Lithium cation,1
Desmopressin,Amitriptyline,1
Piroxicam,Glucosamine,1
Atazanavir,Lurasidone,1
Omacetaxine mepesuccinate,Dalteparin,1
Lomitapide,Ceritinib,1
Isoprenaline,Propylhexedrine,1
Lovastatin,Gemfibrozil,1
Cyclophosphamide,Hydrochlorothiazide,1
Pegvisomant,Glipizide,1
Dicoumarol,Acetaminophen,1
Metolazone,Gliclazide,1
Diclofenac,Meloxicam,1
Phenelzine,Lurasidone,1
Pheniramine,Iobenguane,1
Amobarbital,Prenylamine,1
Phenytoin,Cabozantinib,1
Sildenafil,Idelalisib,1
Esmolol,Fluticasone propionate,1
Formoterol,Dextroamphetamine,1
Simeprevir,Levomilnacipran,1
Fosaprepitant,Dabrafenib,1
Clozapine,Promethazine,1
Octreotide,Crizotinib,1
Temazepam,Paroxetine,1
Bortezomib,Olanzapine,1
Quinine,Insulin glulisine,1
Verapamil,Sufentanil,1
Droperidol,Minocycline,1
Tramadol,Promazine,1
Valsartan,Pentoxifylline,1
Amphetamine,Propylhexedrine,1
Toremifene,Ivabradine,1
Zaleplon,Rotigotine,1
Edoxaban,Daclatasvir,1
Lidocaine,Carvedilol,1
Valproic acid,Simeprevir,1
Methadone,Mequitazine,1
Carbamazepine,Fosamprenavir,1
Glimepiride,Repaglinide,1
Pimecrolimus,Mercaptopurine,1
Tofacitinib,Dinutuximab,1
Mestranol,Canagliflozin,1
Almotriptan,Droxidopa,1
Butabarbital,Dronabinol,1
Ritonavir,Thioridazine,1
Sildenafil,Itraconazole,1
Aldesleukin,Isosorbide dinitrate,1
Bepridil,Vecuronium,1
Cyclophosphamide,Saquinavir,1
Phenylephrine,Nabilone,1
Triazolam,Itraconazole,1
Triprolidine,Eluxadoline,1
Thioridazine,Rasagiline,1
Melphalan,Metamizole,1
Fluvoxamine,Abiraterone,1
Warfarin,Primidone,1
Tranylcypromine,Selegiline,1
Pegvisomant,Methadone,1
Mephentermine,Tedizolid phosphate,1
Rifampicin,Vorapaxar,1
Amphetamine,Triflupromazine,1
Treprostinil,Nebivolol,1
Triptorelin,Linagliptin,1
Droperidol,Mequitazine,1
Tizanidine,Perphenazine,1
Imatinib,Bosutinib,1
Norfloxacin,Strontium ranelate,1
Ceritinib,Palbociclib,1
Cimetidine,Lumacaftor,1
Insulin human,Ethinylestradiol,1
Reteplase,Iloprost,1
Clonidine,Lacosamide,1
Ethoxzolamide,Aspirin,1
Pegvisomant,Sunitinib,1
Clozapine,Zidovudine,1
Tramadol,Bendroflumethiazide,1
Dofetilide,Ticagrelor,1
Tacrine,Maprotiline,1
Methylphenidate,Magnesium oxide,1
Flurbiprofen,Obinutuzumab,1
Ezogabine,Suvorexant,1
Labetalol,Amifostine,1
Bosutinib,Mirabegron,1
Procyclidine,Dicyclomine,1
Dipyridamole,Everolimus,1
Duloxetine,Risperidone,1
Glimepiride,Linagliptin,1
Fluconazole,Bromocriptine,1
Secobarbital,Ritonavir,1
Abciximab,Omega-3 fatty acids,1
Milnacipran,Limaprost,1
Pentosan polysulfate,Ethyl biscoumacetate,1
Thioridazine,Tranylcypromine,1
Tadalafil,Darunavir,1
Delavirdine,Budesonide,1
Tamoxifen,Quinidine,1
Norethisterone,Sulodexide,1
Tetracycline,Cloxacillin,1
Mifepristone,Desflurane,1
Lipoic acid,Tolbutamide,1
Droperidol,Rufinamide,1
Doxorubicin,Vemurafenib,1
Cimetidine,Lamotrigine,1
Ketoconazole,Retapamulin,1
Brimonidine,Penbutolol,1
Labetalol,Molsidomine,1
Tizanidine,Hydrocodone,1
Ketoprofen,Pralatrexate,1
Mecasermin,Linagliptin,1
Mycophenolate mofetil,Meticillin,1
Linezolid,Phenmetrazine,1
Saquinavir,Cabazitaxel,1
Promethazine,Fencamfamin,1
Nabilone,Oxazepam,1
Mefenamic acid,Citric acid,1
Erythromycin,Floxuridine,1
Zolpidem,Carbamazepine,1
Phenytoin,Ospemifene,1
Phenelzine,Ondansetron,1
Quinapril,Trichlormethiazide,1
Insulin glulisine,Insulin degludec,1
Mitotane,Fosaprepitant,1
Fludrocortisone,Ibuprofen,1
Sunitinib,Vildagliptin,1
Baclofen,Perampanel,1
Docetaxel,Tocilizumab,1
Buprenorphine,Lurasidone,1
Procarbazine,Mianserin,1
Warfarin,Nadroparin,1
Insulin glargine,Pipotiazine,1
Bexarotene,Aprepitant,1
Insulin glargine,Indapamide,1
Insulin human,Chlorthalidone,1
Erythromycin,Salicylic acid,1
Famotidine,Itraconazole,1
Botulinum toxin type B,Fesoterodine,1
Nelfinavir,Ifosfamide,1
Triflupromazine,Lorcaserin,1
Iron Dextran,Levodopa,1
Ethinylestradiol,Simeprevir,1
Cyclosporine,Afatinib,1
Acetohexamide,Methylprednisolone,1
Chlorthalidone,Alogliptin,1
Vardenafil,Nifedipine,1
Alfuzosin,Tocilizumab,1
Iron Dextran,Dolutegravir,1
Atomoxetine,Rasagiline,1
Carisoprodol,Rotigotine,1
Eplerenone,Clarithromycin,1
Trimethoprim,Amiodarone,1
Acetazolamide,Metamfetamine,1
Nilotinib,Avanafil,1
Ceftazidime,Warfarin,1
Fluvoxamine,Reserpine,1
Cilostazol,Enoxaparin,1
Cefixime,Neomycin,1
Venlafaxine,Mepivacaine,1
Torasemide,Rabeprazole,1
Tranylcypromine,Azilsartan medoxomil,1
Leflunomide,Trabectedin,1
Sulfisoxazole,Oxandrolone,1
Lidocaine,Sotalol,1
Phenylpropanolamine,Nabilone,1
Zolmitriptan,Acetophenazine,1
Carbamazepine,Ceritinib,1
Sulpiride,Ergotamine,1
Scopolamine,Ramosetron,1
Ipratropium,Tranylcypromine,1
Desmopressin,Clomipramine,1
Hydroxyzine,Levocabastine,1
Nicardipine,Clopidogrel,1
Methylphenidate,Candesartan cilexetil,1
Mirtazapine,Diazepam,1
Cabazitaxel,Idelalisib,1
Demeclocycline,Bacampicillin,1
Clemastine,Mianserin,1
Norgestimate,Insulin detemir,1
Morphine,Suvorexant,1
Sertraline,Ridogrel,1
Dasatinib,Everolimus,1
Butobarbital,Isoxsuprine,1
Norepinephrine,Fluticasone propionate,1
Isradipine,Risperidone,1
Carisoprodol,Lumacaftor,1
Etodolac,Aspirin,1
Valsartan,Nicorandil,1
Chlorotrianisene,Atazanavir,1
Amodiaquine,Atazanavir,1
Acetaminophen,Prilocaine,1
Itraconazole,Regorafenib,1
Fexofenadine,Aluminum hydroxide,1
Butabarbital,Timolol,1
Clarithromycin,Vilazodone,1
Trifluoperazine,Tapentadol,1
Droperidol,Brompheniramine,1
Cathinone,Calcium carbonate,1
Darunavir,Ticagrelor,1
Delavirdine,Mequitazine,1
Caffeine,Magnesium sulfate,1
Magnesium sulfate,Calcium carbonate,1
Clidinium,Ramosetron,1
Iloperidone,Amisulpride,1
Mycophenolic acid,Magnesium salicylate,1
Alfuzosin,Losartan,1
Warfarin,Heptabarbital,1
Tranylcypromine,Aclidinium,1
Cyclosporine,Candesartan cilexetil,1
Clemastine,Dronabinol,1
Magnesium sulfate,Rocuronium,1
Atomoxetine,Phenylephrine,1
Theophylline,Norfloxacin,1
Oxaprozin,Drospirenone,1
Metaraminol,Naphazoline,1
Itraconazole,Stiripentol,1
Nilotinib,Simeprevir,1
Thalidomide,gamma-Hydroxybutyric acid,1
Imipramine,Thalidomide,1
Gentamicin,Bacampicillin,1
Sufentanil,Hydroflumethiazide,1
Tiaprofenic acid,Rivaroxaban,1
Tizanidine,Disulfiram,1
Trastuzumab,Osimertinib,1
Ethotoin,Tapentadol,1
Rocuronium,Minocycline,1
Leflunomide,Ruxolitinib,1
Benzphetamine,Lithium cation,1
Hydrocortisone,Telaprevir,1
Phenobarbital,Nintedanib,1
Valproic acid,Trimipramine,1
Brimonidine,Zonisamide,1
Dronabinol,Buspirone,1
Hydroxyzine,Levocetirizine,1
Propranolol,Abiraterone,1
Verapamil,Hexobarbital,1
Tipranavir,Darunavir,1
Fluvoxamine,Acepromazine,1
Trimipramine,Rufinamide,1
Biotin,Aluminum hydroxide,1
Ipratropium,Flupentixol,1
Fenoprofen,Aspirin,1
Sipuleucel-T,Secukinumab,1
Mifepristone,Trabectedin,1
Natalizumab,Ustekinumab,1
Esmolol,Bretylium,1
Dipivefrin,Bisoprolol,1
Methylphenidate,Brexpiprazole,1
Ipratropium,Orciprenaline,1
Amlodipine,Terazosin,1
Cyclosporine,Fenofibrate,1
Ergotamine,Ketoconazole,1
Minocycline,Thiothixene,1
Hyaluronidase (ovine),Ulobetasol,1
Fentanyl,Ramosetron,1
Metyrosine,gamma-Hydroxybutyric acid,1
Nabilone,Methotrimeprazine,1
Amlodipine,Calcium carbonate,1
Quetiapine,Perampanel,1
Voriconazole,Gliclazide,1
Vitamin E,Escitalopram,1
Alfuzosin,Simeprevir,1
Ropinirole,Levocabastine,1
Tenecteplase,Edetic acid,1
Nitrendipine,Magnesium oxide,1
Zopiclone,Luliconazole,1
Collagenase clostridium histolyticum,Sulodexide,1
Cilostazol,Luliconazole,1
Clobazam,Rufinamide,1
Efavirenz,Dienogest,1
Mianserin,Fesoterodine,1
Lapatinib,Idelalisib,1
Idelalisib,Brexpiprazole,1
Phenytoin,Simeprevir,1
Posaconazole,Levomilnacipran,1
Ritodrine,Arformoterol,1
Ritonavir,Apixaban,1
Saxagliptin,Buserelin,1
Bromazepam,Tapentadol,1
Rufinamide,Tasimelteon,1
Delavirdine,Avanafil,1
Tolbutamide,Insulin glulisine,1
Meperidine,Perphenazine,1
Quinine,Insulin aspart,1
Risperidone,Tolbutamide,1
Chlorotrianisene,Nadroparin,1
Diltiazem,Brexpiprazole,1
Chlorthalidone,Vardenafil,1
Ardeparin,Lisinopril,1
Brimonidine,Metaxalone,1
Botulinum toxin type B,Trifluoperazine,1
Atazanavir,Atorvastatin,1
Rifapentine,Olaparib,1
Timolol,Floctafenine,1
Pentosan polysulfate,Desirudin,1
Nelfinavir,Pazopanib,1
Etodolac,Talniflumate,1
Formoterol,Propylhexedrine,1
Phentermine,Acebutolol,1
Phenytoin,Nitric Oxide,1
Framycetin,Ceftibuten,1
Dicoumarol,Nafcillin,1
Sulpiride,Oxybutynin,1
Mometasone,Trichlormethiazide,1
Baclofen,Hydromorphone,1
Papaverine,Butobarbital,1
Flutamide,Palbociclib,1
Ribavirin,Didanosine,1
Chlorpromazine,Tapentadol,1
Lansoprazole,Acenocoumarol,1
Ipratropium,Protriptyline,1
Aripiprazole,Fosphenytoin,1
Oxytetracycline,Magnesium oxide,1
Salmeterol,Iobenguane,1
Prochlorperazine,Deferoxamine,1
Metformin,Ioversol,1
Treprostinil,Doxazosin,1
Carbamazepine,Bazedoxifene,1
Benzylpenicilloyl polylysine,Desloratadine,1
Mycophenolate mofetil,Hetacillin,1
Idelalisib,Olaparib,1
Ranolazine,Docetaxel,1
Zolpidem,Tapentadol,1
Icosapent,Citalopram,1
Fludrocortisone,Bumetanide,1
Aluminum hydroxide,Ledipasvir,1
Warfarin,Magnesium salicylate,1
Drospirenone,Lumacaftor,1
Morphine,Thiothixene,1
Dasatinib,Axitinib,1
Phenobarbital,Vilazodone,1
Foscarnet,Ribostamycin,1
Nifedipine,Luliconazole,1
Fosinopril,Aliskiren,1
Indapamide,Dihydrocodeine,1
Nefazodone,Levomilnacipran,1
Oxandrolone,Chlorpropamide,1
Doxylamine,Fexofenadine,1
Ritonavir,Ketoconazole,1
Efavirenz,Elvitegravir,1
Cobicistat,Ivabradine,1
Primidone,Rolapitant,1
Eszopiclone,Conivaptan,1
Tramadol,Orphenadrine,1
Enoxaparin,Ticagrelor,1
Capreomycin,Colistimethate,1
Perphenazine,Moclobemide,1
Eplerenone,Floctafenine,1
Carboplatin,Kanamycin,1
Bendroflumethiazide,Insulin aspart,1
Oseltamivir,Probenecid,1
Droperidol,Stiripentol,1
Procarbazine,Thiothixene,1
Fluvoxamine,Fesoterodine,1
Diltiazem,Eliglustat,1
Imipramine,Metoclopramide,1
Phenelzine,Phendimetrazine,1
Dexbrompheniramine,Paroxetine,1
Triprolidine,Sodium oxybate,1
Imipramine,N/A,1
Diltiazem,Efavirenz,1
Codeine,Tipranavir,1
Bupropion,Vortioxetine,1
Levonorgestrel,Repaglinide,1
Eplerenone,Lisinopril,1
Valaciclovir,Mycophenolate mofetil,1
Esmolol,Brimonidine,1
Sitagliptin,Insulin aspart,1
Apomorphine,Phenelzine,1
Diltiazem,Quinidine,1
Imatinib,Atazanavir,1
Tramadol,Diphenhydramine,1
Azithromycin,Atorvastatin,1
Imatinib,Nilotinib,1
Chloroquine,Fusidic acid,1
Nelfinavir,Quinidine,1
Acetaminophen,Oxymetazoline,1
Bosentan,Losartan,1
Octreotide,Metoprolol,1
Ethoxzolamide,Triprolidine,1
Carbamazepine,Guanfacine,1
Salmeterol,Dasatinib,1
Amiloride,Tadalafil,1
Dofetilide,Venlafaxine,1
Celecoxib,Thioridazine,1
Treprostinil,Hydrochlorothiazide,1
Phenobarbital,Sonidegib,1
Ranitidine,Tesmilifene,1
Phenprocoumon,Enoxaparin,1
Linezolid,Buprenorphine,1
Levocetirizine,Paraldehyde,1
Erythromycin,Topotecan,1
Itraconazole,Siltuximab,1
Clozapine,Hydrocodone,1
Glyburide,Hydroxyprogesterone caproate,1
Itraconazole,Iloperidone,1
Mexiletine,Dihydrocodeine,1
Citalopram,Panobinostat,1
Enalapril,Obinutuzumab,1
Trastuzumab,Certolizumab pegol,1
Flunisolide,Deferasirox,1
Verapamil,Tolvaptan,1
Butabarbital,Furosemide,1
Rituximab,Tofacitinib,1
Nortriptyline,Dapoxetine,1
Betamethasone,Insulin detemir,1
Nebivolol,Ceritinib,1
Mitotane,Praziquantel,1
Dofetilide,Atazanavir,1
Clozapine,Clofarabine,1
Magnesium sulfate,Dantrolene,1
Difluprednate,Corticorelin ovine triflutate,1
Phenytoin,Oxcarbazepine,1
Hydrocodone,Dexamethasone,1
Clomipramine,Luliconazole,1
Cefdinir,Kanamycin,1
Triamterene,Primidone,1
Selegiline,Zuclopenthixol,1
Orphenadrine,Ezogabine,1
Nabilone,Amobarbital,1
Pantoprazole,Omeprazole,1
Dronabinol,Zonisamide,1
Mycophenolate mofetil,Pivmecillinam,1
Oxycodone,Hydrocodone,1
Valsartan,Aliskiren,1
Rosiglitazone,Nitroglycerin,1
Nizatidine,Posaconazole,1
Bendroflumethiazide,Insulin glulisine,1
Mephentermine,Vilanterol,1
Glimepiride,Metreleptin,1
Reserpine,Pazopanib,1
Phenytoin,Itraconazole,1
Prilocaine,Amyl Nitrite,1
Tolazamide,Fenofibrate,1
Clomipramine,Molindone,1
Doxepin,Methylene blue,1
Tizanidine,Simeprevir,1
Lidocaine,Labetalol,1
Ergotamine,Thiothixene,1
Clarithromycin,Colchicine,1
Desmopressin,Vilazodone,1
Brinzolamide,Cobicistat,1
Nimodipine,Nefazodone,1
Rifabutin,Ixabepilone,1
Amlodipine,Butobarbital,1
Prochlorperazine,Vilazodone,1
Mefloquine,St. John's Wort,1
Bumetanide,Neomycin,1
Trazodone,Flupentixol,1
Mirtazapine,Isoflurane,1
Butalbital,Metaraminol,1
Oxaprozin,Salicylic acid,1
Voriconazole,Atazanavir,1
Procyclidine,Prochlorperazine,1
Glipizide,Miconazole,1
Lorazepam,Olopatadine,1
Citalopram,Mirtazapine,1
Tacrine,Fluphenazine,1
Pramipexole,Scopolamine,1
Acebutolol,Racepinephrine,1
Ticagrelor,Lomitapide,1
Nefazodone,Deferasirox,1
Goserelin,Erythromycin,1
Halazepam,Fosphenytoin,1
Ibritumomab tiuxetan,Tirofiban,1
Pimozide,Teriflunomide,1
Gentamicin,Azidocillin,1
Amikacin,Colistin,1
Digoxin,Atazanavir,1
Tacrolimus,Thalidomide,1
Glyburide,Metreleptin,1
Morphine,Quetiapine,1
Voriconazole,Amobarbital,1
Mycophenolic acid,Gemifloxacin,1
Rifapentine,Pitavastatin,1
Vincristine,Phenobarbital,1
Midazolam,Rufinamide,1
Dasatinib,Solifenacin,1
Butabarbital,Hydrochlorothiazide,1
Bexarotene,Oxytetracycline,1
Nefazodone,Halofantrine,1
Theophylline,Oxymetazoline,1
Secretin human,Nortriptyline,1
Amsacrine,Metamizole,1
Carbamazepine,Linezolid,1
Dronedarone,Stiripentol,1
Haloperidol,Rivastigmine,1
Loxapine,Salmeterol,1
Ranolazine,Rifampicin,1
Argatroban,Aspirin,1
Terfenadine,Posaconazole,1
Tacrine,Imipramine,1
Phenobarbital,Lumacaftor,1
Midodrine,Carvedilol,1
Lorazepam,Pomalidomide,1
Naloxegol,Palbociclib,1
Cisplatin,Spectinomycin,1
Ethosuximide,Phendimetrazine,1
Abciximab,Epoprostenol,1
Diazoxide,Nadolol,1
Tamoxifen,Letrozole,1
Doxazosin,Mifepristone,1
Estrone sulfate,Anthrax immune globulin human,1
Citalopram,Phenindione,1
Hydroxyzine,Tizanidine,1
Rifabutin,Ticagrelor,1
Tolterodine,Abiraterone,1
Rifabutin,Posaconazole,1
Estrone sulfate,Insulin human,1
Tacrine,Hydroxyzine,1
Fluconazole,Dexamethasone,1
Amodiaquine,Felodipine,1
Insulin glulisine,Corticotropin,1
Trastuzumab,Hydroxyurea,1
Procarbazine,Tianeptine,1
Didanosine,Posaconazole,1
Nimodipine,Methylphenidate,1
Doxorubicin,Methotrimeprazine,1
Fluvoxamine,N/A,1
Quinine,Halofantrine,1
Risperidone,Isoxsuprine,1
Bosentan,Tolterodine,1
Mirtazapine,Quazepam,1
Mexiletine,Vilazodone,1
